DATE,TMAX,TMIN
1984/8/7,88,71
1984/8/8,91,69
1984/8/9,81,71
1984/8/10,90,71
1984/8/11,89,74
1984/8/12,80,71
1984/8/13,87,72
1984/8/14,83,62
1984/8/15,85,60
1984/8/16,85,63
1984/8/17,82,67
1984/8/18,83,67
1984/8/19,77,67
1984/8/20,84,68
1984/8/21,89,66
1984/8/22,81,66
1984/8/23,85,64
1984/8/24,87,66
1984/8/25,87,62
1984/8/26,88,69
1984/8/27,85,70
1984/8/28,86,67
1984/8/29,83,71
1984/8/30,89,67
1984/8/31,84,69
1984/9/1,83,67
1984/9/2,82,67
1984/9/3,84,61
1984/9/4,87,59
1984/9/5,82,60
1984/9/6,76,64
1984/9/7,80,65
1984/9/8,78,64
1984/9/9,80,59
1984/9/10,79,58
1984/9/11,80,52
1984/9/12,81,61
1984/9/13,82,56
1984/9/14,80,56
1984/9/15,79,58
1984/9/16,80,60
1984/9/17,75,60
1984/9/18,72,58
1984/9/19,76,53
1984/9/20,79,55
1984/9/21,81,56
1984/9/22,72,60
1984/9/23,82,55
1984/9/24,76,55
1984/9/25,72,52
1984/9/26,74,51
1984/9/27,70,56
1984/9/28,69,52
1984/9/29,74,52
1984/9/30,77,51
1984/10/1,76,56
1984/10/2,70,59
1984/10/3,69,54
1984/10/4,70,52
1984/10/5,75,42
1984/10/6,72,47
1984/10/7,71,47
1984/10/8,71,51
1984/10/9,73,53
1984/10/10,68,53
1984/10/11,63,54
1984/10/12,66,47
1984/10/13,66,41
1984/10/14,72,45
1984/10/15,71,47
1984/10/16,75,47
1984/10/17,75,49
1984/10/18,59,46
1984/10/19,58,45
1984/10/20,65,38
1984/10/21,61,38
1984/10/22,75,41
1984/10/23,71,43
1984/10/24,71,44
1984/10/25,59,49
1984/10/26,60,47
1984/10/27,60,45
1984/10/28,56,39
1984/10/29,57,33
1984/10/30,59,33
1984/10/31,67,41
1984/11/1,65,43
1984/11/2,63,36
1984/11/3,66,34
1984/11/4,71,41
1984/11/5,65,38
1984/11/6,63,49
1984/11/7,62,36
1984/11/8,61,40
1984/11/9,59,37
1984/11/10,63,37
1984/11/11,54,41
1984/11/12,46,35
1984/11/13,38,34
1984/11/14,43,37
1984/11/15,43,40
1984/11/16,56,39
1984/11/17,48,36
1984/11/18,38,29
1984/11/19,41,24
1984/11/20,40,25
1984/11/21,44,24
1984/11/22,40,26
1984/11/23,49,35
1984/11/24,41,30
1984/11/25,43,21
1984/11/26,42,27
1984/11/27,37,18
1984/11/28,43,17
1984/11/29,40,19
1984/11/30,50,25
1984/12/1,52,26
1984/12/2,40,24
1984/12/3,51,29
1984/12/4,39,20
1984/12/5,42,20
1984/12/6,38,18
1984/12/7,36,21
1984/12/8,42,22
1984/12/9,40,31
1984/12/10,45,25
1984/12/11,36,26
1984/12/12,44,23
1984/12/13,41,29
1984/12/14,36,23
1984/12/15,28,23
1984/12/16,27,22
1984/12/17,26,18
1984/12/18,32,14
1984/12/19,35,17
1984/12/20,38,15
1984/12/21,27,14
1984/12/22,21,11
1984/12/23,24,14
1984/12/24,28,12
1984/12/25,29,10
1984/12/26,29,15
1984/12/27,29,14
1984/12/28,24,11
1984/12/29,28,11
1984/12/30,36,10
1984/12/31,37,12
1985/1/1,34,13
1985/1/2,39,16
1985/1/3,36,18
1985/1/4,32,12
1985/1/5,30,12
1985/1/6,32,17
1985/1/7,29,14
1985/1/8,32,8
1985/1/9,26,13
1985/1/10,29,10
1985/1/11,32,17
1985/1/12,25,11
1985/1/13,25,10
1985/1/14,33,10
1985/1/15,34,14
1985/1/16,27,13
1985/1/17,27,16
1985/1/18,28,21
1985/1/19,39,17
1985/1/20,38,16
1985/1/21,38,21
1985/1/22,38,26
1985/1/23,30,19
1985/1/24,36,13
1985/1/25,27,17
1985/1/26,30,21
1985/1/27,31,18
1985/1/28,28,12
1985/1/29,28,13
1985/1/30,32,10
1985/1/31,48,15
1985/2/1,52,33
1985/2/2,50,31
1985/2/3,53,24
1985/2/4,42,28
1985/2/5,52,26
1985/2/6,46,30
1985/2/7,37,25
1985/2/8,36,27
1985/2/9,41,31
1985/2/10,44,31
1985/2/11,35,25
1985/2/12,40,22
1985/2/13,34,16
1985/2/14,29,20
1985/2/15,42,20
1985/2/16,29,15
1985/2/17,25,16
1985/2/18,22,11
1985/2/19,23,15
1985/2/20,28,9
1985/2/21,27,14
1985/2/22,32,10
1985/2/23,29,10
1985/2/24,31,12
1985/2/25,36,16
1985/2/26,39,20
1985/2/27,37,29
1985/2/28,33,29
1985/3/1,37,28
1985/3/2,38,26
1985/3/3,35,25
1985/3/4,38,26
1985/3/5,29,16
1985/3/6,41,13
1985/3/7,35,21
1985/3/8,39,27
1985/3/9,35,16
1985/3/10,38,20
1985/3/11,49,17
1985/3/12,53,25
1985/3/13,44,22
1985/3/14,53,26
1985/3/15,51,25
1985/3/16,53,29
1985/3/17,52,34
1985/3/18,57,32
1985/3/19,55,32
1985/3/20,57,36
1985/3/21,55,30
1985/3/22,56,33
1985/3/23,50,42
1985/3/24,47,39
1985/3/25,53,33
1985/3/26,50,35
1985/3/27,64,35
1985/3/28,57,36
1985/3/29,55,34
1985/3/30,60,31
1985/3/31,61,33
1985/4/1,59,40
1985/4/2,52,43
1985/4/3,55,39
1985/4/4,62,36
1985/4/5,73,41
1985/4/6,70,52
1985/4/7,77,50
1985/4/8,66,49
1985/4/9,59,50
1985/4/10,68,39
1985/4/11,69,39
1985/4/12,69,38
1985/4/13,65,47
1985/4/14,73,52
1985/4/15,65,47
1985/4/16,65,45
1985/4/17,71,50
1985/4/18,71,51
1985/4/19,77,57
1985/4/20,76,52
1985/4/21,74,53
1985/4/22,66,47
1985/4/23,73,46
1985/4/24,72,50
1985/4/25,73,59
1985/4/26,66,42
1985/4/27,74,42
1985/4/28,72,54
1985/4/29,77,51
1985/4/30,87,57
1985/5/1,75,56
1985/5/2,82,61
1985/5/3,68,61
1985/5/4,68,59
1985/5/5,68,59
1985/5/6,73,49
1985/5/7,84,52
1985/5/8,83,61
1985/5/9,77,63
1985/5/10,80,56
1985/5/11,79,67
1985/5/12,72,64
1985/5/13,78,56
1985/5/14,72,62
1985/5/15,80,58
1985/5/16,80,59
1985/5/17,73,59
1985/5/18,73,57
1985/5/19,72,59
1985/5/20,80,57
1985/5/21,86,54
1985/5/22,85,60
1985/5/23,86,61
1985/5/24,86,63
1985/5/25,78,58
1985/5/26,77,54
1985/5/27,73,61
1985/5/28,67,58
1985/5/29,74,55
1985/5/30,67,60
1985/5/31,69,58
1985/6/1,81,55
1985/6/2,85,59
1985/6/3,83,63
1985/6/4,87,63
1985/6/5,88,62
1985/6/6,85,67
1985/6/7,83,64
1985/6/8,80,65
1985/6/9,90,63
1985/6/10,89,62
1985/6/11,90,64
1985/6/12,90,66
1985/6/13,83,65
1985/6/14,72,63
1985/6/15,71,62
1985/6/16,81,64
1985/6/17,82,67
1985/6/18,85,68
1985/6/19,80,69
1985/6/20,86,67
1985/6/21,93,66
1985/6/22,88,72
1985/6/23,87,67
1985/6/24,92,68
1985/6/25,89,71
1985/6/26,88,71
1985/6/27,89,71
1985/6/28,89,72
1985/6/29,88,72
1985/6/30,94,74
1985/7/1,89,71
1985/7/2,79,64
1985/7/3,80,64
1985/7/4,84,68
1985/7/5,87,67
1985/7/6,89,73
1985/7/7,89,69
1985/7/8,91,75
1985/7/9,86,69
1985/7/10,88,71
1985/7/11,85,76
1985/7/12,82,70
1985/7/13,86,68
1985/7/14,88,71
1985/7/15,84,72
1985/7/16,91,70
1985/7/17,90,66
1985/7/18,86,66
1985/7/19,84,71
1985/7/20,89,72
1985/7/21,95,77
1985/7/22,93,74
1985/7/23,88,74
1985/7/24,85,71
1985/7/25,87,67
1985/7/26,86,65
1985/7/27,87,67
1985/7/28,85,76
1985/7/29,81,73
1985/7/30,84,72
1985/7/31,89,71
1985/8/1,85,75
1985/8/2,87,69
1985/8/3,87,67
1985/8/4,89,73
1985/8/5,88,76
1985/8/6,91,74
1985/8/7,93,72
1985/8/8,91,73
1985/8/9,89,71
1985/8/10,86,75
1985/8/11,89,72
1985/8/12,85,73
1985/8/13,87,72
1985/8/14,89,66
1985/8/15,83,73
1985/8/16,87,71
1985/8/17,84,75
1985/8/18,84,71
1985/8/19,87,72
1985/8/20,83,68
1985/8/21,83,69
1985/8/22,83,69
1985/8/23,78,70
1985/8/24,78,73
1985/8/25,80,70
1985/8/26,82,70
1985/8/27,76,66
1985/8/28,84,60
1985/8/29,83,65
1985/8/30,83,67
1985/8/31,87,60
1985/9/1,84,64
1985/9/2,82,66
1985/9/3,83,63
1985/9/4,82,66
1985/9/5,84,71
1985/9/6,89,67
1985/9/7,86,69
1985/9/8,79,67
1985/9/9,72,62
1985/9/10,70,62
1985/9/11,81,55
1985/9/12,75,59
1985/9/13,68,58
1985/9/14,75,55
1985/9/15,76,56
1985/9/16,72,60
1985/9/17,72,60
1985/9/18,78,55
1985/9/19,79,59
1985/9/20,76,55
1985/9/21,76,55
1985/9/22,63,51
1985/9/23,60,52
1985/9/24,68,48
1985/9/25,72,42
1985/9/26,69,50
1985/9/27,68,56
1985/9/28,69,51
1985/9/29,74,44
1985/9/30,69,49
1985/10/1,78,43
1985/10/2,80,45
1985/10/3,78,50
1985/10/4,77,54
1985/10/5,79,54
1985/10/6,73,56
1985/10/7,80,56
1985/10/8,68,56
1985/10/9,75,56
1985/10/10,77,52
1985/10/11,65,55
1985/10/12,72,51
1985/10/13,75,42
1985/10/14,72,44
1985/10/15,63,48
1985/10/16,57,46
1985/10/17,61,38
1985/10/18,62,36
1985/10/19,59,37
1985/10/20,62,39
1985/10/21,58,41
1985/10/22,69,35
1985/10/23,76,43
1985/10/24,64,45
1985/10/25,61,52
1985/10/26,67,46
1985/10/27,58,49
1985/10/28,60,49
1985/10/29,65,46
1985/10/30,54,45
1985/10/31,54,44
1985/11/1,54,30
1985/11/2,55,35
1985/11/3,61,36
1985/11/4,61,39
1985/11/5,56,36
1985/11/6,60,37
1985/11/7,50,40
1985/11/8,40,29
1985/11/9,45,26
1985/11/10,46,32
1985/11/11,42,24
1985/11/12,48,29
1985/11/13,50,29
1985/11/14,51,28
1985/11/15,47,30
1985/11/16,43,32
1985/11/17,49,29
1985/11/18,43,25
1985/11/19,52,33
1985/11/20,49,33
1985/11/21,53,28
1985/11/22,52,39
1985/11/23,47,35
1985/11/24,45,30
1985/11/25,49,24
1985/11/26,49,26
1985/11/27,52,29
1985/11/28,42,28
1985/11/29,37,19
1985/11/30,39,22
1985/12/1,38,22
1985/12/2,36,20
1985/12/3,46,26
1985/12/4,37,25
1985/12/5,30,21
1985/12/6,22,15
1985/12/7,20,9
1985/12/8,24,5
1985/12/9,24,8
1985/12/10,25,10
1985/12/11,33,13
1985/12/12,36,11
1985/12/13,41,15
1985/12/14,33,21
1985/12/15,33,18
1985/12/16,38,23
1985/12/17,30,19
1985/12/18,36,15
1985/12/19,39,21
1985/12/20,32,16
1985/12/21,35,19
1985/12/22,36,19
1985/12/23,34,13
1985/12/24,29,19
1985/12/25,40,22
1985/12/26,39,17
1985/12/27,36,19
1985/12/28,34,24
1985/12/29,43,28
1985/12/30,40,25
1985/12/31,33,21
1986/1/1,31,17
1986/1/2,26,13
1986/1/3,32,10
1986/1/4,20,4
1986/1/5,33,14
1986/1/6,36,12
1986/1/7,31,23
1986/1/8,36,17
1986/1/9,33,15
1986/1/10,28,10
1986/1/11,29,14
1986/1/12,34,16
1986/1/13,43,15
1986/1/14,44,13
1986/1/15,43,15
1986/1/16,52,16
1986/1/17,38,23
1986/1/18,38,18
1986/1/19,39,17
1986/1/20,30,25
1986/1/21,33,19
1986/1/22,41,17
1986/1/23,40,25
1986/1/24,44,15
1986/1/25,33,17
1986/1/26,37,15
1986/1/27,40,15
1986/1/28,44,18
1986/1/29,42,22
1986/1/30,36,24
1986/1/31,33,13
1986/2/1,31,13
1986/2/2,27,16
1986/2/3,32,13
1986/2/4,33,14
1986/2/5,29,16
1986/2/6,35,9
1986/2/7,39,14
1986/2/8,42,20
1986/2/9,36,17
1986/2/10,42,19
1986/2/11,46,17
1986/2/12,44,22
1986/2/13,56,21
1986/2/14,45,27
1986/2/15,40,22
1986/2/16,39,24
1986/2/17,34,27
1986/2/18,32,24
1986/2/19,43,29
1986/2/20,47,25
1986/2/21,48,29
1986/2/22,49,27
1986/2/23,40,26
1986/2/24,40,19
1986/2/25,38,21
1986/2/26,32,15
1986/2/27,34,16
1986/2/28,38,22
1986/3/1,42,17
1986/3/2,59,28
1986/3/3,61,30
1986/3/4,67,33
1986/3/5,57,37
1986/3/6,61,31
1986/3/7,54,34
1986/3/8,49,40
1986/3/9,46,32
1986/3/10,43,26
1986/3/11,55,33
1986/3/12,57,37
1986/3/13,53,38
1986/3/14,48,35
1986/3/15,49,28
1986/3/16,50,32
1986/3/17,43,31
1986/3/18,45,31
1986/3/19,56,37
1986/3/20,57,37
1986/3/21,56,38
1986/3/22,59,31
1986/3/23,53,36
1986/3/24,54,35
1986/3/25,62,39
1986/3/26,60,43
1986/3/27,62,45
1986/3/28,61,43
1986/3/29,60,43
1986/3/30,63,36
1986/3/31,67,38
1986/4/1,73,40
1986/4/2,67,44
1986/4/3,72,51
1986/4/4,67,50
1986/4/5,67,48
1986/4/6,72,47
1986/4/7,71,43
1986/4/8,78,51
1986/4/9,71,49
1986/4/10,69,46
1986/4/11,70,39
1986/4/12,74,42
1986/4/13,78,46
1986/4/14,71,56
1986/4/15,67,44
1986/4/16,73,41
1986/4/17,82,47
1986/4/18,74,57
1986/4/19,70,50
1986/4/20,64,36
1986/4/21,67,42
1986/4/22,64,44
1986/4/23,58,48
1986/4/24,64,47
1986/4/25,57,49
1986/4/26,63,50
1986/4/27,73,55
1986/4/28,74,52
1986/4/29,77,50
1986/4/30,72,59
1986/5/1,80,49
1986/5/2,84,53
1986/5/3,83,54
1986/5/4,82,55
1986/5/5,83,55
1986/5/6,85,56
1986/5/7,96,57
1986/5/8,82,58
1986/5/9,74,51
1986/5/10,63,47
1986/5/11,67,49
1986/5/12,63,55
1986/5/13,74,57
1986/5/14,84,53
1986/5/15,78,51
1986/5/16,81,58
1986/5/17,76,59
1986/5/18,71,60
1986/5/19,82,52
1986/5/20,83,55
1986/5/21,90,54
1986/5/22,88,63
1986/5/23,85,68
1986/5/24,83,72
1986/5/25,78,64
1986/5/26,82,62
1986/5/27,84,60
1986/5/28,86,67
1986/5/29,92,65
1986/5/30,91,69
1986/5/31,84,72
1986/6/1,87,62
1986/6/2,101,69
1986/6/3,93,67
1986/6/4,85,65
1986/6/5,89,63
1986/6/6,92,64
1986/6/7,91,66
1986/6/8,98,68
1986/6/9,91,73
1986/6/10,90,70
1986/6/11,84,69
1986/6/12,82,68
1986/6/13,81,68
1986/6/14,73,65
1986/6/15,81,64
1986/6/16,89,64
1986/6/17,96,67
1986/6/18,97,70
1986/6/19,84,67
1986/6/20,78,63
1986/6/21,81,65
1986/6/22,73,63
1986/6/23,85,67
1986/6/24,85,66
1986/6/25,90,68
1986/6/26,83,72
1986/6/27,80,68
1986/6/28,89,69
1986/6/29,97,64
1986/6/30,93,74
1986/7/1,85,73
1986/7/2,81,71
1986/7/3,80,72
1986/7/4,78,64
1986/7/5,80,66
1986/7/6,82,71
1986/7/7,81,65
1986/7/8,84,66
1986/7/9,80,65
1986/7/10,85,72
1986/7/11,89,69
1986/7/12,90,70
1986/7/13,85,74
1986/7/14,92,74
1986/7/15,86,69
1986/7/16,81,71
1986/7/17,87,69
1986/7/18,84,71
1986/7/19,83,67
1986/7/20,85,74
1986/7/21,86,70
1986/7/22,91,76
1986/7/23,88,70
1986/7/24,85,68
1986/7/25,78,70
1986/7/26,84,70
1986/7/27,87,72
1986/7/28,84,74
1986/7/29,84,76
1986/7/30,88,70
1986/7/31,88,74
1986/8/1,89,70
1986/8/2,90,69
1986/8/3,88,71
1986/8/4,83,71
1986/8/5,82,69
1986/8/6,85,66
1986/8/7,87,69
1986/8/8,82,70
1986/8/9,83,70
1986/8/10,88,63
1986/8/11,87,69
1986/8/12,88,75
1986/8/13,90,68
1986/8/14,83,72
1986/8/15,82,69
1986/8/16,83,67
1986/8/17,84,71
1986/8/18,80,72
1986/8/19,81,68
1986/8/20,79,62
1986/8/21,87,60
1986/8/22,85,67
1986/8/23,82,67
1986/8/24,83,68
1986/8/25,88,60
1986/8/26,88,67
1986/8/27,89,70
1986/8/28,91,70
1986/8/29,87,69
1986/8/30,92,67
1986/8/31,87,69
1986/9/1,78,66
1986/9/2,82,63
1986/9/3,81,63
1986/9/4,82,68
1986/9/5,80,62
1986/9/6,80,68
1986/9/7,81,66
1986/9/8,81,63
1986/9/9,79,63
1986/9/10,85,62
1986/9/11,82,60
1986/9/12,79,56
1986/9/13,81,55
1986/9/14,80,58
1986/9/15,81,57
1986/9/16,73,58
1986/9/17,80,48
1986/9/18,80,52
1986/9/19,76,57
1986/9/20,76,57
1986/9/21,81,55
1986/9/22,86,54
1986/9/23,79,57
1986/9/24,79,52
1986/9/25,72,58
1986/9/26,77,57
1986/9/27,69,50
1986/9/28,71,42
1986/9/29,78,44
1986/9/30,80,46
1986/10/1,74,49
1986/10/2,76,49
1986/10/3,78,50
1986/10/4,80,54
1986/10/5,80,55
1986/10/6,69,56
1986/10/7,62,56
1986/10/8,69,48
1986/10/9,63,50
1986/10/10,68,45
1986/10/11,69,43
1986/10/12,71,41
1986/10/13,68,50
1986/10/14,68,52
1986/10/15,59,51
1986/10/16,61,43
1986/10/17,53,45
1986/10/18,57,34
1986/10/19,49,43
1986/10/20,56,43
1986/10/21,60,43
1986/10/22,58,35
1986/10/23,58,39
1986/10/24,54,40
1986/10/25,59,46
1986/10/26,56,42
1986/10/27,50,40
1986/10/28,47,33
1986/10/29,49,29
1986/10/30,54,26
1986/10/31,57,34
1986/11/1,54,32
1986/11/2,60,40
1986/11/3,54,28
1986/11/4,59,29
1986/11/5,50,34
1986/11/6,60,34
1986/11/7,53,38
1986/11/8,61,31
1986/11/9,60,35
1986/11/10,58,38
1986/11/11,56,33
1986/11/12,55,38
1986/11/13,58,32
1986/11/14,42,29
1986/11/15,47,26
1986/11/16,42,26
1986/11/17,54,24
1986/11/18,50,29
1986/11/19,51,32
1986/11/20,47,26
1986/11/21,49,29
1986/11/22,42,36
1986/11/23,38,32
1986/11/24,36,29
1986/11/25,32,22
1986/11/26,36,21
1986/11/27,37,16
1986/11/28,33,23
1986/11/29,38,16
1986/11/30,48,20
1986/12/1,47,22
1986/12/2,42,30
1986/12/3,44,26
1986/12/4,44,25
1986/12/5,48,27
1986/12/6,39,28
1986/12/7,43,26
1986/12/8,42,18
1986/12/9,47,26
1986/12/10,49,25
1986/12/11,47,26
1986/12/12,47,28
1986/12/13,46,36
1986/12/14,43,25
1986/12/15,40,18
1986/12/16,32,18
1986/12/17,34,26
1986/12/18,33,24
1986/12/19,33,19
1986/12/20,34,15
1986/12/21,33,22
1986/12/22,32,16
1986/12/23,35,22
1986/12/24,45,23
1986/12/25,35,18
1986/12/26,25,14
1986/12/27,27,17
1986/12/28,19,9
1986/12/29,23,11
1986/12/30,25,11
1986/12/31,30,15
1987/1/1,26,17
1987/1/2,26,15
1987/1/3,25,12
1987/1/4,26,11
1987/1/5,32,19
1987/1/6,26,15
1987/1/7,35,11
1987/1/8,42,16
1987/1/9,27,18
1987/1/10,24,18
1987/1/11,28,15
1987/1/12,20,8
1987/1/13,22,4
1987/1/14,31,9
1987/1/15,32,14
1987/1/16,38,19
1987/1/17,39,20
1987/1/18,39,20
1987/1/19,40,15
1987/1/20,33,18
1987/1/21,35,21
1987/1/22,34,27
1987/1/23,38,25
1987/1/24,38,21
1987/1/25,39,24
1987/1/26,48,17
1987/1/27,49,24
1987/1/28,52,21
1987/1/29,43,31
1987/1/30,37,17
1987/1/31,35,18
1987/2/1,41,23
1987/2/2,38,26
1987/2/3,35,15
1987/2/4,43,14
1987/2/5,47,21
1987/2/6,57,22
1987/2/7,56,28
1987/2/8,55,29
1987/2/9,53,33
1987/2/10,60,33
1987/2/11,47,36
1987/2/12,37,27
1987/2/13,45,22
1987/2/14,40,26
1987/2/15,35,23
1987/2/16,31,27
1987/2/17,31,26
1987/2/18,32,15
1987/2/19,33,20
1987/2/20,40,16
1987/2/21,42,23
1987/2/22,50,26
1987/2/23,47,27
1987/2/24,30,16
1987/2/25,32,13
1987/2/26,38,20
1987/2/27,45,18
1987/2/28,56,35
1987/3/1,49,31
1987/3/2,48,26
1987/3/3,51,29
1987/3/4,60,31
1987/3/5,50,30
1987/3/6,44,28
1987/3/7,46,24
1987/3/8,51,29
1987/3/9,43,25
1987/3/10,47,29
1987/3/11,48,29
1987/3/12,41,33
1987/3/13,45,34
1987/3/14,50,23
1987/3/15,51,28
1987/3/16,47,28
1987/3/17,57,34
1987/3/18,55,33
1987/3/19,50,38
1987/3/20,45,27
1987/3/21,42,25
1987/3/22,40,32
1987/3/23,44,35
1987/3/24,42,27
1987/3/25,48,23
1987/3/26,54,29
1987/3/27,57,35
1987/3/28,63,37
1987/3/29,59,42
1987/3/30,46,34
1987/3/31,53,29
1987/4/1,50,38
1987/4/2,62,31
1987/4/3,68,35
1987/4/4,71,46
1987/4/5,72,47
1987/4/6,60,51
1987/4/7,78,49
1987/4/8,81,53
1987/4/9,74,43
1987/4/10,59,36
1987/4/11,59,39
1987/4/12,60,35
1987/4/13,62,37
1987/4/14,65,42
1987/4/15,63,48
1987/4/16,68,47
1987/4/17,69,52
1987/4/18,65,53
1987/4/19,62,48
1987/4/20,60,52
1987/4/21,73,50
1987/4/22,65,47
1987/4/23,77,52
1987/4/24,59,45
1987/4/25,57,44
1987/4/26,69,43
1987/4/27,75,44
1987/4/28,76,51
1987/4/29,81,58
1987/4/30,80,56
1987/5/1,74,53
1987/5/2,66,51
1987/5/3,72,43
1987/5/4,74,50
1987/5/5,79,47
1987/5/6,83,51
1987/5/7,82,55
1987/5/8,81,60
1987/5/9,79,62
1987/5/10,80,58
1987/5/11,82,57
1987/5/12,87,61
1987/5/13,72,56
1987/5/14,81,49
1987/5/15,80,63
1987/5/16,73,55
1987/5/17,72,47
1987/5/18,68,55
1987/5/19,84,52
1987/5/20,83,60
1987/5/21,86,65
1987/5/22,79,64
1987/5/23,82,57
1987/5/24,73,61
1987/5/25,76,62
1987/5/26,83,62
1987/5/27,83,65
1987/5/28,79,58
1987/5/29,87,61
1987/5/30,80,67
1987/5/31,72,61
1987/6/1,74,63
1987/6/2,86,62
1987/6/3,85,58
1987/6/4,91,67
1987/6/5,87,54
1987/6/6,77,51
1987/6/7,88,52
1987/6/8,89,59
1987/6/9,87,63
1987/6/10,86,69
1987/6/11,79,67
1987/6/12,87,65
1987/6/13,83,67
1987/6/14,81,63
1987/6/15,85,64
1987/6/16,86,66
1987/6/17,87,67
1987/6/18,81,61
1987/6/19,87,63
1987/6/20,90,69
1987/6/21,85,70
1987/6/22,81,69
1987/6/23,76,65
1987/6/24,81,66
1987/6/25,79,69
1987/6/26,89,69
1987/6/27,85,69
